no	Question	Response	Context
47	신한라이프놀라운종신보험에 가입한 후 100일 지나서 유방암에 걸렸습니다. 보험금을 얼마나 받을 수 있나요?  약관에 납입면제가 있던데 납입면제가 가능한가요?	가입하신 상품은 제공된 약관 문서 **`005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md`**, **`제45조 보험금가입금액 자동감액을 통한 생활자금 선지급에 관한 사항`** 기준으로 보면 다음과 같습니다.\n\n- **암 보장개시일**: 계약일부터 **90일이 지난 날의 다음날**\n- 질문은 **가입 후 100일에 유방암 진단**이므로, 약관상 **암 보장개시일 이후**에 해당합니다.\n\n다만, 같은 제45조에 따르면 **계약일부터 2년 미만에 여성유방암으로 진단확정**된 경우 건강진단보험금은 일반 암과 다르게 **삭감 지급**됩니다.\n\n**지급금액(건강진단보험금)**  \n형에 따라 다릅니다.\n\n- **1형(50%선지급형)**: **보험가입금액의 10%**\n- **2형(80%선지급형)**: **보험가입금액의 16%**\n\n또한 같은 문서 **제45조 주 8**에 따르면,  \n- **건강진단보험금 지급사유 발생 시점까지의 주계약 납입보험료 누계액**이  \n- **건강진단보험금 + 사망보험금**보다 큰 경우,  \n그 **차액을 건강진단보험금에 더하여 지급**합니다.\n\n즉, 확정 금액은 **가입하신 형(1형/2형)**과 **보험가입금액**, 그리고 **납입보험료 누계액 비교 결과**에 따라 달라집니다.\n\n**납입면제 가능 여부**  \n가능합니다.  \n같은 문서 **제45조 주 2**에 따르면, **보험료 납입기간 중** 피보험자가 **암 보장개시일 이후에 건강진단보험금 지급사유가 발생한 경우 차회 이후의 보험료 납입을 면제**합니다.\n\n정리하면:\n\n- **공통**\n  - 가입 후 100일의 유방암 진단은 **암 보장개시일 이후**\n  - **보험료 납입기간 중**이라면 **납입면제 가능**\n\n- **조건부 차이**\n  - **계약일부터 2년 미만의 여성유방암**이므로 건강진단보험금은 삭감 지급\n  - **1형**이면 **보험가입금액의 10%**\n  - **2형**이면 **보험가입금액의 16%**\n  - 다만 **주계약 납입보험료 누계액 비교**에 따라 추가 금액이 붙을 수 있음\n\n가입하신 **형(1형/2형)**과 **보험가입금액**을 알면 약관 기준 금액을 더 구체적으로 계산할 수 있습니다.	005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 010-300200_법인계약 고객센터 상담 기준.docx-1.md
48	신한라이프놀라운종신보험 보험료 자동대출납입 제도에 대하여 설명해 주세요. 제한이 있나요?	신한라이프놀라운종신보험 약관의 **「제25조 보험료의 자동대출납입」**에 따르면, 보험료 자동대출납입 제도는 보험료를 제때 내기 어려운 경우 **보험계약대출금으로 보험료를 자동 납입하여 계약을 유효하게 유지하는 제도**입니다.\n\n주요 내용은 다음과 같습니다.\n\n- **신청 가능 시점**: 제26조의 보험료 납입최고(독촉)기간이 지나기 전까지, 회사가 정한 방법으로 신청할 수 있습니다.\n- **처리 방식**: 제33조(보험계약대출) 제1항의 보험계약대출금으로 보험료가 자동 납입됩니다.\n- **신청 방법 관련 안내**: 서면 외에 인터넷이나 전화(음성녹음)로 신청한 경우, 회사는 신청내역을 서면 또는 전화(음성녹음) 등으로 계약자에게 알려줍니다.\n\n**제한 사항**도 있습니다.\n\n1. **대출 가능 한도 제한**\n   - 보험계약대출의 **원금과 이자의 합계액이 해약환급금(해당 보험료가 납입된 것으로 계산한 금액)**을 초과하면, 더 이상 자동대출납입을 할 수 없습니다.\n\n2. **이용 기간 제한**\n   - 자동대출납입기간은 **최초 자동대출납입일부터 1년 한도**입니다.\n   - **1년 이후 계속 이용하려면 재신청**해야 합니다.\n\n3. **해지 청구 가능 조건**\n   - 자동대출납입이 이루어졌더라도, **자동대출납입 전 납입최고(독촉)기간이 끝나는 날의 다음날부터 1개월 이내**에 계약자가 해지를 청구하면, 회사는 자동대출납입이 없었던 것으로 보아 제32조의 해약환급금을 지급합니다.\n\n4. **종료 안내**\n   - 회사는 자동대출납입이 종료된 날부터 **15일 이내**에 종료 사실을 서면, 전화(음성녹음), 전자문서(SMS 포함) 등으로 안내합니다.\n\n즉, **이 제도는 이용 가능하지만**, 약관상 **해약환급금 범위 내에서만 가능**하고, **최초 이용일부터 1년까지만 가능하며 이후에는 재신청이 필요**하다는 제한이 있습니다.	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 002-_무_종신보험표준형_20210101_약관.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md
49	신한큐브종합건강상해보험(무배당_해약환급금_미지급형) 유지중인데 교통사고로 오른쪽 다리를 다쳤습니다.  장해급여금을 신청하려 하는 데 장해지급률 판단하는 기준을 알려 주세요.	ERROR: HTTPError: 502 Server Error: Bad Gateway for url: http://127.0.0.1:8000/chat	
50	신한진심을품은 변액유니버설종신보험에서 선택 가능한 펀드 중 배당성향이 높은 주식에 많이 투자되는 펀드를 알려주세요.	신한진심을품은 변액유니버설종신보험의 약관(문서: `038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md`, 섹션: `제15조 펀드의 유형`) 기준으로, 배당성향이 높은 주식에 많이 투자되는 펀드는 다음과 같습니다.\n\n- 국내고배당주식형: “배당성향이 높은 주식(코스닥 주식 등 포함), 주식관련파생상품 등에 펀드순자산의 70%이상으로 투자”\n- 유럽주식형: “유럽지역의 배당성향이 높은 주식 등에 투자하는 집합투자증권에 자산의 50%이상 투자”\n\n즉, 질문하신 조건에 직접 해당하는 펀드는 **국내고배당주식형**과 **유럽주식형**입니다.	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md
51	신한진심을품은 변액유니버설종신보험에서 사업비 이외에 기타 발생되는 비용이 무엇이 있나요?	「038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf」의 **아. 특별계정 투입보험료**, **특별계정 투입보험료**, **월대체보험료 공제 예시** 기준으로 보면, 사업비(계약체결비용·계약관리비용) 외에 문맥상 추가로 언급되는 비용은 다음과 같습니다.\n\n- **위험보험료**\n- **최저사망보험금 보증비용**\n- **특약보험료**  \n  - 다만 특약이 있는 경우에 해당합니다.\n  - 또 **계약관리비용 중 기타비용을 제외한 금액**으로 설명되어 있습니다.\n- **계약관리비용 중 기타비용**\n  - 이는 별도로 언급되며,  \n  - **기본보험료 납입 시 공제**된다고 되어 있습니다.\n  - 보험료 납입경과기간 **2년(24회 납입) 이후** 특별계정 투입보험료 계산에도 반영됩니다.\n\n다만, 제공된 근거에서는 **‘기타 발생되는 비용’의 전체 목록을 일괄 정리한 조항은 보이지 않고**, 위 항목들은 각 계산식/공제 예시 문맥에서 확인되는 비용들입니다.	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 003-.산출방법서__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.1.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 023-무배당종신보험_사업방법서_060401.doc-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md
52	2022년도 건강보험진료통계기준 백내장으로 입원치료 받은 사람중 인당 진료비는 얼마인지요?	`건강보험진료통계-다빈도상병별현황_2022.xlsx.md`의 `다빈도상병별현황(단위_명, 원, 일)_2022`에 따르면, 2022년 입원 기준 백내장(노년백내장, 코드 H25)으로 입원치료 받은 사람의 **인당 진료비는 1,727,369원**입니다.\n\n참고로 같은 표에서 해당 항목은 **입원 3위, 진료인원 373,425명**으로 기재되어 있습니다.	건강보험진료통계-다빈도상병별현황_2022.xlsx.md, 건강보험진료통계-입원외래별청구현황_2022.xlsx.md, 별첨2_분류표_20240401_v1.3.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
53	2018년에서 2022년까지의 요양급여비용 증감추이를 알려줘. 그래프로 알려주면 더 좋겠어.	건강보험진료통계-입원외래별청구현황_2022.xlsx.md > 입원외래별청구현황_2022 기준으로, **요양급여비용(전체, 단위: 억원)**은 다음과 같습니다.\n\n- 2018년: 779,141\n- 2019년: 857,938\n- 2020년: 868,339\n- 2021년: 934,984\n- 2022년: 1,029,770\n\n증감 추이를 같이 보면:\n\n- 2018→2019: **+78,797억원**\n- 2019→2020: **+10,401억원**\n- 2020→2021: **+66,645억원**\n- 2021→2022: **+94,786억원**\n\n전체적으로는 **2018년부터 2022년까지 매년 증가**했습니다.\n\n간단한 텍스트 그래프:\n```text\n요양급여비용(억원)\n\n2018 |  779,141 | ██████████████████████████████\n2019 |  857,938 | █████████████████████████████████\n2020 |  868,339 | ██████████████████████████████████\n2021 |  934,984 | ████████████████████████████████████\n2022 | 1,029,770 | ███████████████████████████████████████\n```\n\n참고로 같은 문서/섹션에서 **입원·외래 요양급여비용**도 확인됩니다.\n\n- 입원: 291,041 → 320,081 → 328,548 → 346,873 → 349,059\n- 외래: 488,100 → 537,857 → 539,790 → 588,111 → 680,711\n\n즉, 2022년 증가폭은 특히 **외래 요양급여비용 증가**가 크게 나타납니다.	건강보험진료통계-입원외래별청구현황_2022.xlsx.md, 건강보험진료통계-다빈도상병별현황_2022.xlsx.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 027-별첨1_약관 내용 중 법 관련 인용 조문_240610.pdf-1.md
54	신한 SOL라이프 앱에서 한도증액 하는 방법 알려줘.	신한 SOL라이프 앱에서 한도증액은 아래 경로로 신청할 수 있습니다.\n\n- 경로: **신한 SOL라이프 앱 > 전체메뉴(≡) > 고객정보관리 > 내 계약관리 > 출금한도변경신청**\n- 여기서 **출금한도 증액/감액 신청**이 가능합니다.\n\n증액신청 시 필요사항:\n- **보안매체**: 타기관OTP 또는 모바일OTP\n- **신분증** 필요\n\n추가로, `007-300138_라이프앱가능업무.docx-1.md > 1. 신한 SOL라이프 앱 이용방법`과 `⑤ 고객정보관리`에 따르면,\n- 보안매체가 **없는 경우** 지급업무 출금한도: **1일 3천만원 / 월 3천만원**\n- 보안매체가 **있는 경우** 지급업무 출금한도: **1일 최대 5억원 / 월 최대 5억원**\n  - 단, **고객신청한도 적용**이며 최대 5억원입니다.	007-300138_라이프앱가능업무.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 014-301125_해약방어상담매뉴얼.docx-1.md
55	신한 SOL라이프 앱에서 제지급시 금액별 인증 방법 알려줘.	신한 SOL라이프 앱의 **제지급시 금액별 인증방법**을 묻는 질문에 대해, 제공된 근거에는 **“지급금액별 인증방법” 항목 제목은 있으나 실제 금액 구간별 인증 방식 내용이 보이지 않습니다**.\n\n확인된 내용만 말씀드리면,  \n- 근거 문서: **007-300138_라이프앱가능업무.docx-1.md > 1. 신한 SOL라이프 앱 이용방법**\n  - **휴대폰 인증**: 모든 지급 및 변경 시 필수\n  - **신분증 인증**: 운전면허증, 주민등록증, 외국인등록증 촬영 및 인증\n- 같은 문서의 **⑤ 고객정보관리**, **⑨ 고객지원/보완**에서는\n  - 한도 증액 시 **보안매체(타기관OTP/모바일OTP) 및 신분증 필요**\n  - 모바일OTP 발급 시 **신분증 촬영 진위확인 + 1원 계좌이체 인증** 내용은 확인됩니다.\n\n다만, **“예: 얼마 이하/초과 시 어떤 인증”처럼 금액별로 나뉜 기준은 제공된 context에 없습니다.**  \n따라서 현재 근거만으로는 금액별 인증 방법을 정확히 안내드리기 어렵습니다.	007-300138_라이프앱가능업무.docx-1.md, 009-300197_제지급_우편.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md
56	계약자 사망 시 계약자 변경 하는 방법 알려줘.	ERROR: HTTPError: 502 Server Error: Bad Gateway for url: http://127.0.0.1:8000/chat	
57	계약자 변경으로 내방할 경우 지참 해야 할 서류 알려줘.	ERROR: HTTPError: 502 Server Error: Bad Gateway for url: http://127.0.0.1:8000/chat	
58	법인계약건일 경우 자동이체 변경(해지)가 가능해?	네, 가능합니다.\n\n근거:\n- `010-300200_법인계약 고객센터 상담 기준.docx-1.md > 4. 법인계약 상담유형 및 구비서류`에 법인계약 상담유형으로 **“자동이체 계좌변경”**이 명시되어 있습니다.\n- 같은 섹션에 **“자동이체 해지 시 : 계약건, 계좌번호 유선확인 후 해지처리 (통장사본 팩스 수신 제외)”**라고 되어 있어, **해지도 가능**한 것으로 확인됩니다.\n- 또한 `010-300200_법인계약 고객센터 상담 기준.docx-1.md > 5. 고객센터 처리가능 항목`에는 **“납입방법변경, 자동이체 합산이체” 조회/처리 Y**로 되어 있습니다.\n\n구분해서 보면:\n- **자동이체 변경 가능**\n  - 공통 서류: 사업자등록증 사본, 담당자 신분증 사본(근무부서 및 연락처 기재) + 재직증명서\n  - 조건부 추가 서류: 자동이체 통장사본(변경대상 건 인적사항 및 계약사항 기재)\n- **자동이체 해지 가능**\n  - 공통 서류 여부는 해당 표에서 변경 항목 기준으로 제시되어 있으나,\n  - 해지의 경우는 별도 조건으로 **계약건, 계좌번호 유선확인 후 해지처리**하며 **통장사본 팩스는 제외**라고만 명시되어 있습니다.\n\n즉, 법인계약도 **자동이체 변경과 해지 모두 가능**하되, **해지는 통장사본 없이 유선확인 후 처리**된다고 안내되어 있습니다.	010-300200_법인계약 고객센터 상담 기준.docx-1.md, 007-300138_라이프앱가능업무.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md
59	미성년자인 계약자가 제지급 요청 시 필요 서류가 뭐야?	미성년자인 **계약자의 제지급 요청**에 대해서는 `009-300197_제지급_우편.docx-1.md > 2) 우편접수` 기준으로 확인됩니다.  \n다만 **친권자인지 / 후견인인지에 따라 관계확인서류가 달라집니다.**\n\n**공통 서류**\n1. **제지급 신청서**  \n   - 친권자가 직접 작성  \n   - 친권자 2인 모두 인감날인 또는 본인서명\n2. **계약관리를 위한 상세 동의서(법정대리인)**  \n   - 친권자 2인 모두 직접 작성, 본인서명\n3. **미성년자 계좌 또는 법정대리인 계좌**\n4. **법정대리인 인감증명서 또는 본인서명사실확인서(용도기재 필수)**  \n   - 친권자 2인 모두 제출\n5. **고객거래확인서 [개인B]**  \n   - 친권자가 직접 작성, 본인서명\n6. **친권자 2인 모두 녹취**\n\n**조건부 추가 서류**\n- **친권자인 경우 관계확인서류**\n  - 미성년자 기준 **기본증명서(상세)**\n  - 미성년자 기준 **가족관계증명서(상세)**\n\n- **후견인인 경우 관계확인서류**\n  - 미성년자 기준 **기본증명서(상세, 후견인 등재 필수)**\n  - **법원결정문 정본**\n\n**추가 조건**\n- 송금 가능 계좌는 **미성년자 / 친권자 / 후견인 명의 계좌**입니다.\n- **후견인 계좌로 입금**은 **법원 결정문에 후견인 명의 계좌가 명시된 경우에만 가능**합니다.\n\n질문이 **우편접수 외 내방접수까지 포함한 제지급 전체 기준**을 묻는 것이라면, 제공된 문맥에는 제지급의 **우편접수 기준만** 확인됩니다.	012-300233_계약관계자변경.docx-1.md, 009-300197_제지급_우편.docx-1.md
60	해약방어 제외 대상 알려줘.	`014-301125_해약방어상담매뉴얼.docx-1.md > 3. 해약방어(계약유지) 상담 업무기준`에는 **“해약방어 대상제외”**, **“해약방어 제외처리 대상”** 항목이 존재한다고 보이지만, 제공된 context에는 **구체적인 제외 대상 목록 내용이 포함되어 있지 않습니다.**\n\n다만 같은 섹션에서 확인되는 **조건부 제외 기준**은 있습니다.\n- **월말마감일, 수금마감일의 경우 해약방어 제외**  \n  근거: `014-301125_해약방어상담매뉴얼.docx-1.md > 3. 해약방어(계약유지) 상담 업무기준`\n\n즉, 현재 제공된 근거로는 **해약방어 제외 대상 전체 목록은 확인 불가**하고, **확인 가능한 것은 “월말마감일/수금마감일은 제외”라는 점뿐**입니다.	014-301125_해약방어상담매뉴얼.docx-1.md, 036-약관_무배당연금보험프리스타일_20050401.pdf-1.md, 별첨2_분류표_20240401_v1.3.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md
61	청약철회 가능기간 알려줘.	공통 기준으로는 **청약한 날 또는 1회보험료 납입일로부터 30일 이내**입니다.  \n- 근거: **006-300060_고객센터 청약철회 업무처리기준.docx-1.md > 1. 고객센터 청약철회 접수 및 지급기준**\n\n추가로, 약관 문서들에서는 다음처럼 설명되어 있습니다.  \n- 일반적으로 **보험증권을 받은 날부터 15일 이내**\n- 다만 그 15일이 **청약한 날부터 30일을 초과하면 30일까지**\n- **통신판매 및 인터넷 직접 가입건**이면서 **계약자가 만 65세 이상**인 경우에는 **45일 이내**\n  - 근거: **004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md > 제17조 청약의 철회##**, **005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md > 제17조 청약의 철회##**, **038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md > [ 사례2 ]**\n\n고객센터 처리기준상 추가 유의사항:  \n- **청약철회 종료일이 주말/공휴일이면 익영업일까지 처리 가능**\n- 단, **사이버창구/스마트(모바일)창구는 청약철회 가능일까지만 처리 가능**\n- **당일 계약건은 지점에서 청약 취소만 가능**하며 **고객센터 처리는 불가**\n  - 근거: **006-300060_고객센터 청약철회 업무처리기준.docx-1.md > 1. 고객센터 청약철회 접수 및 지급기준**	006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 002-_무_종신보험표준형_20210101_약관.md, 009-300197_제지급_우편.docx-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md
62	신한금융플러스 영업지원파트장 이름 알려줘.	제공된 근거 중 **`015-301221_DB사업그룹 제휴채널 조직 현황.docx-1.md` > `DB사업그룹 제휴채널 조직 현황`**에 따르면, **영업지원파트 파트장 이름은 정주현**입니다.  \n다만 이 문서는 **DB사업그룹 제휴채널 조직 현황** 문서이며, 질문하신 **“신한금융플러스”** 소속이라고 명시된 근거는 제공된 context에서 확인되지 않습니다.	판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 013-300900_FC채널영업지원센터 현황.docx-1.md, 015-301221_DB사업그룹 제휴채널 조직 현황.docx-1.md
63	VOC 접수시 유의사항 알려줘.	VOC 접수 시 유의사항은 문서별로 다음과 같이 확인됩니다.\n\n- **FC변경 관련 VOC**  \n  근거: `008-300155_고객센터 FC변경 접수방법.docx-1.md > 고객센터 FC변경 접수방법`  \n  - 접수 경로는 **유지 > 수금관리 > 수금사원(FC)변경관련 불편사항**입니다.  \n  - 접수 시 **대표증번의 수금지점으로 자동반영**됩니다.  \n  - 고객센터는 **고객 요청사항 접수만 가능**하며, VOC 등록 후 업무는 **VOC 처리기관에서 진행됨**을 안내해야 합니다.  \n  - **FC변경 접수 가능한 계약은 먼저 FC변경 입력**하고, **접수 불가한 계약만 VOC 등록**해야 합니다.\n\n- **청약철회 관련 VOC**  \n  근거: `006-300060_고객센터 청약철회 업무처리기준.docx-1.md > 3. 계약자 미성년자인 경우 청약철회 기준` 및 `2. 고객센터 처리불가건 지점이관`  \n  - VOC 접수 경로는 **모집 > 청약철회 > 청약철회요구**입니다.  \n  - **요구사항란에 고객 요청내용을 명확히 기재**해야 합니다.  \n  - 미성년 계약자 건에서 고객센터 지급조건에 해당하지 않으면 **청약철회 접수 + VOC 접수**로 진행합니다.  \n  - 처리불가건의 경우에는 **고객요청내용과 처리불가 사유를 반드시 기재**해야 합니다.  \n  - 일부 처리불가건은 문서에 따라 VOC 유형이 **모집-청약철회-청약철회처리불가건**으로 안내되어 있습니다.\n\n- **예외증번 처리 관련 VOC**  \n  근거: `011-300227_계약사항 변경 업무기준 요약표.docx-1.md > 8) 변경정정 예외증번 처리시`  \n  - **보전VOC 접수 후 고객서비스팀에서 예외증번 확정처리**, 이후 고객센터가 처리합니다.  \n  - 분류는 **대분류-계약사항변경 > 소분류-요청건에 따라 선택 후 입력**합니다.\n\n질문이 포괄적이라 **VOC 유의사항은 업무 유형(FC변경 / 청약철회 / 예외처리 등)에 따라 다릅니다.**  \n원하시면 특정 업무 기준으로만 다시 정리해드릴 수 있습니다.	006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 008-300155_고객센터 FC변경 접수방법.docx-1.md
64	FS증액의 증액 가능 한도를 알려줘.	FS증액의 증액 가능 한도는 문서 **「011-300227_계약사항 변경 업무기준 요약표.docx-1.md > ② 세부업무기준」** 기준으로 다음과 같습니다.\n\n- **공통 처리기준**\n  - **직전 보험년도 평균 납입보험료의 30% 이내**에서 증액 가능\n  - **특약보험료 제외**\n  - **만원 이상, 천원 단위**로 증액 가능\n\n- **추가 한도(조건별)**\n  - **개인연금 프리스타일**: **월 보험료 100만원 한도**\n  - **~ 2004.02.08 계약**: **증액한도 없음**\n  - **2004.02.09 ~ 2011.03.31 계약**: **주계약 보험료의 100% 한도**\n\n- **예시**\n  - 직전 보험년도 총 납입보험료가 월 30만원씩 12회라면  \n    → `300,000 × 12 × 30% ÷ 12 = 90,000원`  \n    → **월 9만원까지 증액 가능**\n\n다만, 위 한도는 **상품/가입시기 조건에 따라 다르게 적용**되므로, 정확한 한도 확인을 위해서는 해당 계약의 **상품명과 가입일**이 필요합니다.	011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 010-300200_법인계약 고객센터 상담 기준.docx-1.md, 007-300138_라이프앱가능업무.docx-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md
