No.	Question	Response	Context	정답	문서명	answer_judgment	answer_match_percent	context_judgment	context_match_percent	final_judgment	final_match_percent	Result	reason
38	신한큐브종합건강상해보험 가입했는데 6년 유지하다가 해지하게되면 어떻게되는지 해약환급금 기준이랑 산출식, 산출근거는 어떻게 되나요?	STATUS: insufficient\n\n제공된 약관 근거로 확인되는 내용은 다음뿐입니다.\n\n- 문서: `판매약관_신한큐브종합건강상해보험_230404.pdf.md`\n- 위치: `제6관 특약의 해지 및 해약환급금 등 > 제21조 계약자의 임의해지`\n\n확인 가능한 내용:\n- 계약자는 특약이 소멸하기 전에 언제든지 해지할 수 있습니다.\n- 해지하는 경우 회사는 `제22조(해약환급금) 제1항`에 따른 해약환급금을 지급합니다.\n\n다만, 현재 제공된 context에는\n- 6년 유지 후 해지 시 해약환급금 기준\n- 해약환급금 산출식\n- 산출근거\n- 제22조의 구체적인 내용\n\n이 포함되어 있지 않아 정확한 금액 기준이나 계산식을 답변할 수 없습니다.\n\n즉, 현재 근거만으로는 “6년 후 해지 시 해약환급금이 어떻게 계산되는지”는 확인되지 않습니다.	판매약관_신한큐브종합건강상해보험_230404.pdf.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	"해약환급금 미지급형 가입시\n- 보험료 납입기간 중 계약을 해지할 경우 해약환급금은 없습니다.\n- 다만, 보험료 납입기간이 완료된 이후에 해지될 경우에는 ""일반형"" 대비 해약환급금이 적은 대신 ""일반형""보다 낮은 보험료로 가입할 수 있도록 한 상품입니다.\n\n나. 해약환급금\n(1) 납입후환급률연동형\n  - 납입기간 중\n\n\n  - 납입기간 후\n\n\n\n    다만, ○ 은 ‘2.1. 시산보험료 산출에 관한 사항’ ‘납입후환급률연동형’의 영업보험료\n         ○ 은 ‘2.1. 시산보험료 산출에 관한 사항’ 참조"	판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	불일치	0	부분일치	80	불일치	16	불일치	Response는 질문에 대한 핵심 답변을 제공하지 못했으며, 해약환급금 기준, 산출식, 산출근거에 대한 구체적인 정보를 포함하지 않았습니다. Context는 일부 관련 문서를 포함하지만 기대 문서명과 완전히 일치하지 않습니다.
39	신한유니버설종신보험 중도인출 가능금액기준과  추후 중도인출시 사망보험금이 줄어드는지 문의드립니다.	신한유니버설종신보험의 **중도인출 가능 기준**은 다음과 같습니다.\n\n- **보험료 납입경과기간 2년(24회 납입) 경과 이후**부터 가능  \n  - 일시납 계약은 **계약성립일 이후**부터 가능\n- **보험기간 중 인출가능금액 한도 내**에서 가능\n- **보험년도 기준 연 12회 한도**\n- **계약 후 10년 이내 총 인출금액**은 **실제 납입한 보험료 총액(특약보험료 제외)**을 초과할 수 없음\n- 또한 약관상 **1회 인출 최고금액** 기준이 있다고 되어 있으나, 제공된 context에는 해당 구체 금액이 잘려 있어 확인되지 않습니다.\n\n근거:\n- `029-사업방법서__무_신한유니버설종신보험_080312.md` / `9. 중도인출에 관한 사항 가.`\n\n추가로, **중도인출 시 사망보험금이 줄어드는지**에 대해서는 제공된 context에서 **직접적으로 명시된 내용이 확인되지 않습니다.**  \n다만 제공된 문서에는 인출 시 **계약자적립금**, **해약환급금**, **이미 납입한 보험료** 계산에 영향이 있다는 내용은 있으나, **사망보험금이 감소하는지 여부를 단정할 근거는 없습니다.**\n\n따라서 이 부분은 **STATUS: insufficient** 입니다.	034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 029-사업방법서__무_신한유니버설종신보험_080312.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 010-300200_법인계약 고객센터 상담 기준.docx-1.md	제35조【계약자적립금의 인출】\n① 계약자는 일시납계약의 경우는 보험계약 성립일 이후 월납계약은 보험료 납입경과기간 2년(24회 납입) 이후부터 보험기간 중에 회사가 정한 기준에 따라 해약환급금(보험계약대출원리금을 차감한 금액 기준)의 50% 범위 내(단, 계약자적립금의 인출로 인하여 장래의 월대체보험료를 충당할 수 없는 경우에는 계약자적립금의 인출이 불가능합니다)에서 계약자적립금을 보험년도 기준 년12회까지 인출할 수 있으며, 인출시 수수료는 인출금액의 0.2%와 2,000원 중 작은 금액으로 합니다. 단, 총 인출금액은 계약자가 실제 납입한  기본보험료 총액을 초과할 수 없습니다.\n\n제15조【보험금액】\n① 보험금액은 보험금의 지급사유가 발생한 날의 기본보험금액과 변동보험금액의 합계액으로 합니다. \n② 제1항의 기본보험금액은 기본사망보험금과 이미 납입한 보험료 그리고 계약자적립금의 110% 금액 중 가장 큰 금액으로 합니다.\n③ 제2항의 기본사망보험금은 보험가입금액에서 중도인출금액을 차감하고 추가납입보험료를 합산한 금액으로서, 보험가입금액을 최고한도로 합니다.	docs/약관_(무)신한유니버설종신보험_080312.pdf.md	부분일치	75	부분일치	80	부분일치	76	부분일치 76%	Response는 중도인출 가능 기준에 대해 대체로 정확히 설명했으나, 사망보험금 감소 여부에 대한 명확한 답변이 부족합니다. 또한, 실제 Context 문서와 기대 문서명이 일부 일치하지 않습니다.
40	(355간편)신한통합건강보장보험 원(ONE) 상품 가입 후 보험가입금액을 감액할 경우 감액 후의 해약환급금 산출식 및 근거를 알려주세요.	STATUS: insufficient\n\n제공된 근거만으로는 **감액 후 해약환급금의 구체적인 산출식**까지는 확인되지 않습니다.\n\n다만, 아래 내용은 확인됩니다.\n\n- **근거 문서**: `004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md`\n- **위치**: `제20조 계약내용의 변경 등##`\n\n확인되는 내용:\n- **감액**이란 보험료, 보험금, 계약자적립액 등을 산정하는 기준이 되는 **가입금액을 줄이는 것**입니다.\n- 이에 따라 **보험료, 보험금 및 계약자적립액(해약환급금)도 줄어든다**고 되어 있습니다.\n- 또한, **보험가입금액을 감액할 때 회사가 지급해야 할 해약환급금이 있는 경우 지급한다**고 되어 있고, **[표-4] 예시**가 있다고 되어 있습니다.\n\n하지만 제공된 context에는\n- **감액 후 해약환급금 산출식**\n- **[표-4]의 실제 수치/계산 방식**\n이 포함되어 있지 않아, 산출식과 그 근거를 정확히 안내드리기는 어렵습니다.	004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md	회사는 계약자가 제1항 제2호에 따라 보험가입금액을 감액하고자 할 때에는 그 감액된 부분은 해지된 것으로 봅니다. 이로써 회사가 지급하여야 할 해약환급금이 있을 때에는 제32조(해약환급금) 제1항에 따른 해약환급금을 계약자에게 지급합니다\n[보험가입금액의 감액에 관한 사항]\n보험가입금액을 감액할 때에는 감액된 부분은 해지된 것으로 보고 다음 공식에 의하여 산출된 금액을 계약자에게 지급함\n지급액 =	docs/000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf.md	부분일치	70	일치	100	부분일치	76	부분일치 76%	Response는 감액 후 해약환급금 산출식에 대한 구체적인 정보를 제공하지 못했으며, 일부 관련 정보를 언급했으나 핵심적인 산출식과 근거를 명확히 제시하지 못했습니다. Context는 기대 문서명과 일치합니다.
41	(355간편)신한통합건강보장보험 원(ONE) 보험에 가입하면 일정조건 시 주계약 납입보험료가 면제되는 것으로 알고 있는데 주계약 납입면제 조건 및 그 내용에 대해서 알려주세요	STATUS: insufficient\n\n제공된 근거만으로는 **(355간편)신한통합건강보장보험 원(ONE)**의 **주계약 납입보험료 납입면제 조건 및 내용**을 확인할 수 없습니다.\n\n확인된 내용:\n- `004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md`의 `제5관 보험료의 납입##`에는  \n  **제23조~제28조 제목만** 있고, 납입면제 조건의 구체적 내용은 없습니다.\n- 다른 제공 문맥도 재해분류표 또는 산출방법 관련 내용으로, **주계약 납입면제 사유/조건**을 직접 설명하지 않습니다.\n\n따라서 약관의 **납입면제 관련 조항 본문**이 추가로 필요합니다.	004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md, 003-.산출방법서__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.1.md	주계약은 납입면제가 없습니다. 다만, 이 주계약의 보험료를 납입면제 할수 있는 특약을 가입한 경우, 보험료 납입기간 중 피보험자가 해당 특약에서 정하는 기준에 따라 납입면제 사유에 해당되는 경우에는 차회 이후 주계약의 보험료 납입을 면제합니다.\n자세한 납입면제 특약의 요건은 해당 약관을 참조하시기 바랍니다	docs/000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf.md	부분일치	50	부분일치	50	부분일치	50	부분일치 50%	Response는 주계약 납입면제 조건에 대해 명확히 답변하지 못했으며, 약관 본문이 필요하다는 점만 언급했습니다. Context는 관련 문서 일부를 포함하지만, 기대 문서명과 정확히 일치하지 않습니다.
42	신한라이프놀라운종신보험 생활자금지급기간 중 피보험자 사망시 생활자금 지급은 어떻게 되나요?	STATUS: insufficient\n\n제공된 약관 근거만으로는 **생활자금 지급기간 중 피보험자 사망 시 생활자금이 계속 지급되는지, 중단되는지, 또는 정산 방식이 어떻게 되는지**를 확인할 수 없습니다.\n\n확인된 내용은 다음뿐입니다.\n- **생활자금지급기간**은 원칙적으로 생활자금개시일부터 선택한 기간이 지난 날의 전날까지입니다.  \n  - 근거: `005-005...md` / `[ 생활자금 선지급 관련 ]##`\n- 다만, **생활자금 선지급을 중지한 경우**에는 중지 신청한 날까지를 생활자금지급기간으로 한다고 되어 있습니다.  \n  - 근거: `005-005...md` / `[ 생활자금 선지급 관련 ]##`\n- **생활자금 선지급 신청 조건, 선택 항목(선지급비율, 지급기간, 개시나이, 개시일)**은 확인되지만, **사망 시 처리 규정**은 제시된 context에 없습니다.  \n  - 근거: `005-005...md` / `제45조 보험금가입금액 자동감액을 통한 생활자금 선지급에 관한 사항##`\n\n즉, **피보험자 사망 시 생활자금 지급 기준에 대한 직접 조항이 현재 제공된 문맥에는 없습니다.**	005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md	생활자금지급기간 중 해지 및 기타사유에 따라 계약이 더 이상 효력이 없는 경우 또는 피보험자가 사망하였을 경우에는 그 때부터 생활자금 선지급은 종료됩니다. 다만, 사망보험금 지급사유 발생 이후에 생활자금이 지급된 경우에는 회사가 지급할 사망보험금에서 해당 생활자금을 차감하고 지급합니다	docs/005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf.md	부분일치	60	부분일치	80	부분일치	68	부분일치 68%	Response는 사망 시 생활자금 지급 종료 및 사망보험금 차감 규정을 명확히 포함하지 않았으며, Context는 기대 문서명과 일부 일치합니다.
43	신한라이프놀라운종신보험을 해약하려고 합니다. 해지환급금이 적은 이유를 알 수 있을까요?	STATUS: insufficient\n\n제공된 근거만으로는 **해지환급금이 적은 이유**를 확인할 수 없습니다.\n\n근거:\n- 문서명: `005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md`\n- 위치: `[부표11] 갑상선암 분류표##`\n- 내용에는 상품명 **“신한라이프놀라운종신보험 (무배당, 해약환급금 일부지급형)”**만 보일 뿐, 해지환급금이 적은 사유에 대한 설명은 없습니다.\n\n즉, 현재 제공된 context에는 **해약환급금 일부지급형의 구조나 해지환급금 산정 방식** 관련 조항이 없어 답변할 수 없습니다.	032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md	해지환급금 일부지급형의 계약은 보험료 납입기간 중 해지될 경우 해지환급금은 일반형 해지환급금의 50%에 해당하는 금액으로 합니다.\n* 다만, 보험료 납입기간이 완료된 이후 계약이 해지되는 경우에는 일반형의 해지환급금과 동일하며 납입되지 않은 기본보험료가 있는 경우 매월 계약해당일에 정상적으로 보험료가 납입되었을 때의 해지환급금에서 납입되지 않은 보험료를 차감하여 지급합니다.	docs/005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf.md	불일치	0	일치	100	불일치	20	불일치	Response는 해지환급금이 적은 이유에 대해 답변하지 못했으며, Standard Answer의 핵심 내용을 포함하지 않았습니다. 그러나 Context는 기대 문서명을 포함하고 있습니다.
44	신한라이프놀라운종신보험 가입후 암보장개시일 전에 암이 발생하였습니다. 계약을 취소하지 않고, 보험료를 계속 납입하고 있는 상태입니다. 암보장을 다시 받을 수 있는 기간이 있나요?	STATUS: insufficient\n\n제공된 근거만으로는 답변할 수 없습니다.  \n현재 확인된 문서는 **`005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md`**의 **`[부표11] 갑상선암 분류표`** 부분뿐이며, 암보장개시일 전 암 발생 시 보장 재개 여부나 기간에 대한 내용은 포함되어 있지 않습니다.	037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md	피보험자가 보험기간 중 “암보장개시일” 전일 이전에 “암”으로 진단 확정된 경우 계약자는 진단일부터 그 날을 포함하여 90일 이내에 이 계약을 취소할 수 있으며, 계약자가 취소할 경우 이 계약은 그 때부터 효력이 없습니다. 이 경우 회사는 계약자에게 실제 납입한 보험료 누계액(다만, “인출 및 감액 등으로 회사가 실제 지급한 금액”을 차감한 금액)을 돌려드립니다.\n위 항에도 불구하고 계약자가 계약의 취소를 선택하지 않은 때에는 계약일 [부활(효력회복)일]부터 “암보장개시일” 전일 이전에 진단 확정된 “암”과 동일하거나 다른 신체기관에 재발 또는 전이되어 “암”으로 진단확정된 경우라도 회사는 보험금 지급 및 보험료의 납입을 면제하지 않습니다. 다만, 계약일 [부활(효력회복)일]부터 “암보장개시일” 전일 이전에 “암”으로 진단확정 되더라도 “암보장개시일”부터 5년을 지나는 동안 그 암으로 인하여 추가적인 진단(단순 건강검진 제외) 또는 치료사실이 없을 경우, “암보장개시일”부터 5년이 지난 이후에는 이 약관에 따라 보장합니다.\n「“암보장개시일”부터 5년이 지나는 동안」이라 함은 약관[보험료의 납입이 연체되는 경우 납입최고(독촉)와 계약의 해지]에서 정한 계약의 해지가 발생하지 않은 경우를 말합니다.	docs/005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf.md	불일치	0	일치	100	불일치	20	불일치	Actual Response는 질문에 대한 답변을 제공하지 못했으며, 관련 정보를 찾을 수 없다고만 언급했습니다. 그러나 실제 Context는 질문에 대한 답변을 포함하고 있습니다.
45	신한라이프놀라운종신보험 가입후 고객센터에서 계약이 실효되었다고 연락 받았습니다.  그래서 보장을 받으려면 부활을 해야 한다고 하는 데 부활을 하려면 어떻게 해야 합니까?	신한라이프놀라운종신보험 약관상, 계약이 실효(해지)된 뒤 **부활(효력회복)** 하려면 다음 조건과 절차가 있습니다.\n\n- **가능 조건**\n  - 보험료 연체로 계약이 해지되었고\n  - **해약환급금을 받지 않은 경우**여야 합니다.\n  - 그리고 **해지된 날부터 3년 이내**에 부활을 청약할 수 있습니다.\n\n- **부활 방법**\n  - **회사가 정한 절차에 따라 부활(효력회복)을 청약**해야 합니다.\n  - 회사가 부활을 승낙하면,\n    - **부활을 청약한 날까지의 연체보험료**\n    - 여기에 **「평균공시이율 + 1%」 범위 내에서 회사가 상품별로 정한 이율로 계산한 금액**\n    - 을 더해 납입해야 합니다.\n\n- **추가로 유의할 점**\n  - 부활 시에는 약관상 **계약 전 알릴 의무**, **고지의무 위반 효과**, **사기에 의한 계약**, **계약의 성립**, **보장개시 관련 규정** 등이 준용됩니다.\n\n즉, 고객센터 안내대로 **회사에 부활 신청을 하고, 연체보험료와 약관에서 정한 추가금액을 납입**하셔야 합니다.  \n다만 **구체적인 신청 서류나 접수 방식**은 제공된 약관 내용에 나오지 않아, 그 부분은 고객센터에서 확인하셔야 합니다.	031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md	보험료납입연체로 계약이 해지되었으나 해지환급금을 받지 않는 경우 계약자는 날부터 3년 이내에 회사가 정한 절차에 따라 계약의 부활(효력회복)을 청약할 수 있습니다.	docs/005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf.md	일치	100	일치	100	일치	100	일치	Response는 부활 조건, 방법, 유의사항을 정확히 설명했으며, Context도 기대 문서명을 포함하여 적합합니다.
46	신한유니버설종신보험  20년 납 상품으로 현재 234회 납입하여,  6번만 더 납입하면 납입이 완료되나, 월대체로 유지된 기간이 있어 책임준비금에서 월대체 되지 않을 경우 보험료 납입을 해야 할 수 있음을 안내했으나, 20년만 납입하면 된다고 설명 들었다며 항의가 심합니다. 납입이 완료되었는데, 계속 보험료를 내야한다니 근거가 무엇인가요?	근거는 약관상 **유니버설보험의 “월대체보험료 공제” 구조**에 있습니다.\n\n- **(무)신한유니버설종신보험 080312 약관 / 제12조 「월대체보험료 공제」**\n  - 월납계약은 **보험료 납입경과기간 2년(24회 납입) 이후부터** 매월 계약해당일에 **해약환급금(보험계약대출원리금 차감 후)** 에서 **월대체보험료를 공제**합니다.\n  - 즉, 실제 월 보험료를 안 내고도 일정 기간 **책임준비금/해약환급금에서 월대체로 유지**될 수 있다는 뜻입니다.\n\n- **(무)신한유니버설종신보험 060703~071102 약관 / 제13조 「보험료의 납입연체시 납입최고(독촉)와 계약의 해지」**\n  - 월납계약에서 **2년(24회 납입) 이후에는** 해약환급금에서 **월대체보험료를 충당할 수 없게 된 경우** 납입최고(독촉) 대상이 된다고 규정합니다.\n  - 즉, **월대체로 유지되던 기간이 있었고**, 이후 **해약환급금으로 더 이상 월대체가 안 되면 보험료를 다시 납입해야 할 수 있는 구조**입니다.\n\n따라서 고객에게 “20년납이면 무조건 20년만 지나면 끝”이라고만 볼 수 없는 이유는,\n**20년 동안 실제로 기본보험료가 계속 정상 납입된 것이 아니라 일부 기간이 월대체로 처리되었다면**, 그 유지 재원은 고객이 별도 납입한 보험료가 아니라 **해약환급금에서 공제된 것**이기 때문입니다.  \n그래서 **납입완료 시점처럼 보이더라도**, 이후 **월대체 재원이 부족하면 추가 납입이 필요할 수 있다**는 점이 약관상 근거입니다.\n\n다만, 질문의 계약에 대해 **정확히 몇 회를 추가로 내야 하는지**, 또는 **“20년납 완료” 판단 기준을 어떻게 적용하는지**는 제공된 context만으로는 확인되지 않습니다.\n\n**STATUS: partial**	035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md	신한유니버설종신보험은 2년 이후에는 매월 계약해당일에 해약환급금에서 월대체보험료를 공제합니다.\n보험료의 납입이 없이 지속적인 월대체를 할 경우 계약자적립액 또는 해약환급금이 계속 감소하게 되어 해약환급금이 월대체보험료를 충당할 수 없게 된 경우 월계약해당일의 다음날부터 그 월계약해당일이 속하는 달의 다음 달 말일까지를 납입최고(독촉)기간으로 하여 안내합니다.\n납입최고(독촉)기간이 끝나는 날까지 기본보험료(특약이 부가된 경우 특약ㄷ보험료 포함) 또는 추가납입보험료가 납입되지 않은 경우 납입최고(독촉)기간이 끝나는 날의 다음 날부터 계약이 해지될 수 있습니다.	docs/005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf.md	부분일치	85	부분일치	75	부분일치	82	부분일치 82%	Response는 약관의 월대체보험료 공제 구조를 잘 설명했으나, 납입최고(독촉) 기간 및 계약 해지 가능성에 대한 세부 내용이 누락되었습니다. Context는 관련 약관을 포함했으나 기대 문서명과 일부 불일치합니다.
47	신한라이프놀라운종신보험에 가입한 후 100일 지나서 유방암에 걸렸습니다. 보험금을 얼마나 받을 수 있나요?  약관에 납입면제가 있던데 납입면제가 가능한가요?	STATUS: insufficient\n\n제공된 약관 근거만으로는 **정확한 보험금 액수**와 **납입면제 가능 여부**를 확정할 수 없습니다.\n\n근거:\n- **제4조 보험금 지급에 관한 세부규정**에 따르면,  \n  계약일부터 **2년 미만에 “여성유방암”**으로 건강진단보험금 지급사유가 발생하면 **보험금 지급기준표에 따라 삭감 지급**된다고 되어 있습니다.  \n  → 가입 후 **100일**이면 2년 미만이므로, **삭감지급 대상**인 것은 확인됩니다.\n- **제45조 보험금가입금액 자동감액을 통한 생활자금 선지급에 관한 사항**에는  \n  건강진단보험금이 **1형 50%, 2형 80%**로 기재되어 있으나,  \n  질문의 경우처럼 **여성유방암 + 계약일부터 2년 미만**일 때 적용되는 **구체적 삭감 비율 표([표-2]) 내용이 본문에 보이지 않아** 실제 지급액을 계산할 수 없습니다.\n- 또한 제공된 context에는 **납입면제 조항 자체가 직접 제시되어 있지 않아**, 유방암 진단 시 납입면제가 되는지 판단할 근거가 없습니다.\n\n정리:\n- **보험금**: 가입 후 100일에 유방암 진단이면 **2년 미만 여성유방암으로 삭감지급 대상**입니다. 다만 **정확히 얼마를 받는지는 제공된 약관 내용만으로 확인 불가**입니다.\n- **납입면제**: **제공된 근거만으로 확인 불가**입니다.	005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md	"유방암은 해당 상품에서 ""암""에 해당하므로 약관 제3조 및 부표1'보험금 지급기준표'에 따라 건강진단보험금을 받을 수 있습니다.\n또한 암의 진단으로 인하여 차회 이후의 보험료 납입을 면제합니다."	docs/005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf.md	부분일치	75	부분일치	50	부분일치	70	부분일치 70%	Response는 유방암 진단 시 보험금 삭감 지급 가능성을 언급했으나, 정확한 지급액과 납입면제 여부를 명확히 판단하지 못했습니다. Context는 일부 관련 문서를 포함했으나 기대 문서명이 명확히 포함되지 않았습니다.
48	신한라이프놀라운종신보험 보험료 자동대출납입 제도에 대하여 설명해 주세요. 제한이 있나요?	신한라이프놀라운종신보험의 **보험료 자동대출납입 제도**는,  \n보험료가 연체될 때 **납입최고(독촉)기간이 지나기 전까지** 계약자가 회사가 정한 방법으로 신청하면, **보험계약대출금으로 보험료를 자동 납입**하여 **계약을 유효하게 유지**하는 제도입니다.  \n근거: *약관 「제25조 보험료의 자동대출납입」*\n\n### 제한 사항\n1. **신청 가능 시점 제한**\n   - **납입최고(독촉)기간이 지나기 전까지** 신청해야 합니다.\n\n2. **대출 가능 한도 제한**\n   - **보험계약대출 원금과 이자의 합계액**이 **해약환급금(해당 보험료가 납입된 것으로 계산한 금액)**을 초과하면,\n   - 더 이상 **자동대출납입을 할 수 없습니다.**\n\n3. **이용 기간 제한**\n   - 자동대출납입기간은 **최초 자동대출납입일부터 1년 한도**입니다.\n   - **1년 이후 계속 이용하려면 재신청**해야 합니다.\n\n4. **신청 방식 관련 안내**\n   - 서면 외에 **인터넷 또는 전화(음성녹음)** 등으로 신청한 경우,\n   - 회사는 **신청내역을 서면 또는 전화(음성녹음) 등으로 계약자에게 안내**합니다.\n\n원하시면 제가 이 내용을 **고객 안내용으로 더 쉽게 풀어서** 정리해드릴게요.	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 002-_무_종신보험표준형_20210101_약관.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 025-무배당종신보험표준형_약관_060401.pdf-1.md, 036-약관_무배당연금보험프리스타일_20050401.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md	① 계약자는 제26조[보험료의 납입이 연체되는 경우 납입최고(독촉)와 계약의 해지]에 따른 보험료의 납입최고(독촉)기간이 지나기 전까지 회사가 정한 방법에 따라 보험료의 자동대출납입을 신청할 수 있으며, 이 경우 제33조(보험계약대출) 제1항에 따른 보험계약대출금으로 보험료가 자동으로 납입되어 계약은 유효하게 지속됩니다. 다만, 계약자가 서면 이외에 인터넷 또는 전화(음성녹음) 등으로 자동대출납입을 신청할 경우 회사는 자동대출납입 신청내역을 서면 또는 전화(음성녹음) 등으로 계약자에게 알려 드립니다.\n② 1항에도 불구하고 보험계약대출의 원금과 이자를 더한 금액이 해약환급금(해당 보험료가 납입된 것으로 계산한 금액을 말합니다)을 초과하는 때에는 보험료의 자동대출납입을 더는 할 수 없습니다.\n③ 제1항 및 제2항에 따른 자동대출납입기간은 최초 자동대출납입일부터 1년을 한도로 하며, 그 이후의 기간에 대한 자동대출납입을 위해서는 제1항에 따라 재신청을 하여야 합니다.	docs/005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf.md	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 내용과 제한 사항을 정확히 설명하고 있으며, 실제 Context 문서도 기대 문서명과 일치합니다.
