No.	Question	Response	Context	정답	문서명	answer_judgment	answer_match_percent	context_judgment	context_match_percent	final_judgment	final_match_percent	Result	reason
55	신한 SOL라이프 앱에서 제지급시 금액별 인증 방법 알려줘.	신한 SOL라이프 앱에서 제지급 시 금액별 인증 방법에 대한 정보는 제공된 문서에서 확인할 수 없습니다. 추가적인 정보를 요청하거나 다른 문서를 확인해 주시기 바랍니다.	300233_계약관계자변경.docx	300138_라이프앱가능업무.docx\n\n지급금액별 인증방법은 \n3천만원 이하시에는 신한라이프인증 전자서명이 필요하고,\n공동인증서, 금융인증서, 신한SIGN인증, 카카오인증서 중 한가지 인증후 SMS인증이 필요합니다.\n\n3천만원초과 1억원 이하시에는 신한라이프인증 전자서명하고\n공동인증서, 금융인증서, 신한SIGN인증, 카카오인증서 중 한가지 인증후 모바일OTP나 타기관OTP 중 선택하여 \n추가인증후에 SMS인증이 필요합니다.\n\n1억원초과시에는 신한라이프인증 전자서명하고\n공동인증서, 금융인증서, 신한SIGN인증, 카카오인증서 중 한가지 인증후 모바일OTP나 타기관OTP 중 선택하여 \n추가인증후에 SMS인증과 신분증인증이 필요합니다.\n\n(BEST)\n신분증은 운전면허증, 주민등록증, 외국인등록증 이 \n가능하며 사진촬영하여 인증하게 됩니다.	300138_라이프앱가능업무.docx	불일치	0	불일치	0	불일치	0	불일치	응답이 질문에 대한 핵심 정보를 제공하지 못했으며, 실제 문서도 기대 문서와 일치하지 않습니다.
56	계약자 사망 시 계약자 변경 하는 방법 알려줘.	계약자가 사망한 경우 계약자 변경을 위해 필요한 서류와 절차는 다음과 같습니다:\n\n### 공통 서류\n1. 계약내용변경·정정신청서: 상단에 '사망승계' 표기, 변경 전 계약자란에 사망한 계약자 이름 기재 후 변경 후 대표계약자의 인감날인.\n2. 대표수익자 지정 및 계약변경 동의서: 대표계약자 포함 전 상속인 모두 각각 인감날인 또는 서명.\n3. 계약자(사망자) 기준의 기본증명서(사망사실확인용, 상세).\n4. 계약자(사망자)의 가족관계증명서(계약자와 상속인 전원과의 관계확인용, 상세).\n5. 변경 후 계약자의 신분증 사본.\n6. 변경 후 계약자가 작성한 계약체결 이행을 위한 상세 동의서.\n\n### 조건부 추가 서류\n- 상속인 중 사망자가 있는 경우:\n  - 해당 상속인의 기본증명서(사망사실확인용, 상세)와 가족관계증명서.\n  - 2007.12.31 이전 사망자는 제적등본 추가.\n- 상속인 중 미성년자가 있는 경우:\n  - 미성년자 기준의 기본증명서(상세)와 가족관계증명서(상세).\n  - 미성년자의 친권자 인감증명서+인감도장 또는 본인서명사실확인서+서명.\n  - 친권자가 미내방 시 자필 작성한 위임장 및 계약관리를 위한 상세 동의서.\n- 피보험자가 미성년자인 경우:\n  - 피보험자 기준의 기본증명서(상세)와 가족관계증명서(상세).\n  - 친권자 전원의 인감증명서+인감날인 또는 본인서명사실확인서+서명.\n\n### 접수 방법\n- 내방, 우편, 또는 FC 방문 접수 가능.  \n- 서류 작성 시 본인서명사실확인서의 서명과 신청서상의 서명이 동일해야 하며, 회사명과 용도를 정확히 기재해야 합니다.\n\n(출처: `012-300233_계약관계자변경.docx-1.md`, `4. 계약자 변경 _ 사망승계`)	012-300233_계약관계자변경.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md	300233_계약관계자변경.docx\n\n우편접수와 내방하여 변경처리가 가능합니다.\n우편접수시에는\n① 계약내용변경.정정신청서\n(중간생략)\n상속인 전원 서류 검토 후 유선녹취여부 판단 후 진행결정되고,  본인서명사실확인서 첨부 시에는 신청서상 서명과 동일한 서명이어야 하며 필수적으로 '회사명, 용도' 정확히 기재되어야합니다.\n내방접수시에는\n① 내방하는 대표계약자 신분증 지참\n(중간생략)\n계약관계자 (변경전/후 계약자, 피보험자) 중 미성년자가 포함 되어 있는 계약은 ① 미성년자의 친권자 부/모 인감증명서+인감도장 또는 본인서명사실확인서+서명\n ② 미성년자 기준의 기본증명서(상세)+가족관계증명서(상세)\n    ■ 친권자 중 2007.12.31. 이전에 사망한 경우 제적등본 추가 필요하며, \n미내방 상속인 전원 유선녹취가 필요합니다.\n본인서명사실확인서 첨부 시 신청서상 서명 동일 및 필수적으로 '회사명, 용도, 수임인'이 정확히 기재 해야하며, \n당사 양식인 계약내용변경정정신청서에 본인서명사실확인서와 동일한 서명으로 미리 작성해야 합니다.	300233_계약관계자변경.docx	일치	100	일치	100	일치	100	일치	Response는 계약자 사망 시 계약자 변경에 필요한 서류와 절차를 정확히 설명하고 있으며, 조건부 추가 서류와 접수 방법까지 포함하여 정답과 일치합니다. Context도 기대 문서명을 포함하고 있어 평가 기준에 부합합니다.
57	계약자 변경으로 내방할 경우 지참 해야 할 서류 알려줘.	"계약자 변경으로 내방할 경우 지참해야 할 서류는 상황에 따라 다릅니다. 기본적으로 필요한 서류와 조건부로 추가되는 서류는 다음과 같습니다:\n\n### 공통 서류\n1. 내방하는 계약자(변경 전/후)의 신분증.\n2. 변경 전 계약자의 인감증명서 + 인감도장 또는 본인서명사실확인서 + 서명.\n3. 변경 후 계약자의 신분증 사본.\n4. 변경 후 계약자가 작성한 계약체결 이행을 위한 상세 동의서 (서명 및 동의 날짜 필수 기재).\n\n### 조건부 추가 서류\n- **대리인이 내방하는 경우**:\n  1. 대리인의 신분증.\n  2. 변경 전 계약자와 대리인의 관계확인서류.\n  3. 변경 전 계약자의 위임장 (당사 양식).\n\n- **변경 후 계약자가 미성년자인 경우**:\n  1. 미성년자 기준 기본증명서(상세) + 가족관계증명서(상세).\n  2. 친권자 전원의 인감증명서 + 인감도장 또는 본인서명사실확인서 + 서명.\n\n- **계약자 ≠ 피보험자인 경우**:\n  1. 피보험자의 인감증명서 + 인감도장 또는 본인서명사실확인서 + 서명.\n  2. 피보험자동의확인서(당사 양식) + 신분증으로 피보험자 인감 생략 가능 (단, 대출승계 또는 미성년자인 경우 인감증명서 생략 불가).\n\n- **대출승계 건이 있는 경우**:\n  1. 변경 후 계약자가 미리 작성한 계약내용변경·정정신청서 (양식지 뒷면 변경 후 계약자 확인란 자필 작성 및 인감 날인).\n\n필요한 서류는 상황에 따라 달라질 수 있으니, 본인의 상황에 맞는 구체적인 서류를 확인하시기 바랍니다. (출처: ""012-300233_계약관계자변경.docx-1.md"", ""계약자 변경 구비서류"")"	012-300233_계약관계자변경.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md	300233_계약관계자변경.docx\n\n변경 전후 계약자와 피보험자가 모두 방문시에는 \n신분증지참하시면 되고, \n피보험자가 미성년자인 경우는 미성년자 기준 상세기본증명서와 상세 가족관계증명서를 지참하시면 됩니다.\n\n변경전계약자만 방문시에는\n(중간생략)\n\n변경후계약자가 방문시에는\n(중간생략)\n\n대리인이 내방시에는\n(이하생략)	300233_계약관계자변경.docx	부분일치	75	일치	100	부분일치	80	부분일치 80%	Response는 다양한 상황별로 필요한 서류를 상세히 설명했으나, Standard Answer에 비해 일부 내용이 과도하게 상세하거나 불필요한 정보가 포함되어 있습니다. Context는 기대 문서명을 정확히 포함하고 있습니다.
58	법인계약건일 경우 자동이체 변경(해지)가 가능해?	"법인계약 건의 자동이체 변경 및 해지는 가능합니다. 자동이체 계좌 변경을 위해 필요한 서류는 다음과 같습니다:  \n1. 사업자등록증 사본  \n2. 담당자 신분증 사본 (근무부서 및 연락처 기재) + 재직증명서 (명함 또는 건강보험증으로 대체 가능)  \n3. 자동이체 통장 사본 (변경 대상 건의 인적사항 및 계약사항 기재)  \n\n자동이체 해지의 경우, 계약 건과 계좌번호를 유선으로 확인한 후 해지 처리할 수 있으며, 통장 사본은 팩스로 받지 않습니다.  \n(출처: ""법인계약 고객센터 상담 기준"", 4. 법인계약 상담유형 및 구비서류)"	010-300200_법인계약 고객센터 상담 기준.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 007-300138_라이프앱가능업무.docx-1.md	300200_법인계약 고객센터 상담 기준.docx\n\n네 가능합니다.\n자동이체 계좌 변경시에는 사업자등록증 사본, 담당자 신분증사본과 재직증명서와 자동이체 통장사본이 필요합니다.\n\n재직증명서는 명함 또는 건강보험증으로 대체가 가능하고\n통장사본을 보내실때에는 변경대상건의 인적사항과 \n계약사항을 기재하시고 제출하셔야 합니다.\n\n자동이체 통장사본이 개인사업자계좌로 등록시에는 개설할때 등록한 주민번호 또는 사업자번호로 등록 가능하며,\n\n자동이체 해지시에는 계약건과 계좌번호를 유선확인후 해지처리가 가능합니다. \n이때 통장사본은 팩스로 수신하지 않아도 됩니다.	300200_법인계약 고객센터 상담 기준.docx	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 내용과 조건을 모두 충실히 포함하고 있으며, 필요한 서류와 절차를 정확히 설명했습니다. 또한, 실제 Context 문서 목록이 기대 문서명과 정확히 일치합니다.
59	미성년자인 계약자가 제지급 요청 시 필요 서류가 뭐야?	미성년자 계약자의 제지급 요청 시 필요한 서류에 대한 정보는 제공된 컨텍스트에서 명확히 확인되지 않습니다. 추가적인 세부 정보가 필요합니다.	012-300233_계약관계자변경.docx-1.md, 009-300197_제지급_우편.docx-1.md	300197_제지급_우편.docx\n\n법정대리인이 내방하거나 우편접수,FC접수로 업무가 가능합니다.\n\n법정대리인은 친권자 또는 미성년후견인으로 내방시\n\n500만원 이하일때에는 내방한 법정대리인 신분증지참, 미성년자 계좌 또는 법정대리인 계좌로 수령하여야 하며, 친권자인경우는 미성년자기준 기본증명서(상세)와 미성년자기준 가족관계증명서 상세,  후견인인경우는 후견인등재된 미성년자기준 기본증명서 상세와 법원결정문 정본을 지참하셔야 하며, 미내방친권자는 녹취확인 하여야 합니다.\n\n500만원 초과시에는\n500만원 이하일때에는 내방한 법정대리인 신분증지참, 미성년자 계좌 또는 법정대리인 계좌로 수령하여야 하며, 친권자인경우는 미성년자기준 기본증명서(상세)와 미성년자기준 가족관계증명서 상세,  후견인인경우는 후견인등재된 미성년자기준 기본증명서 상세와 법원결정문 정본을 지참하셔야 하며,  미내방 친권자의 자필작성과 인감날인된 위임장과 인감증명서 또는  자필작성과 서명이된 위임장과 본인서명사실확인서를 지참하여야 하고 미내방친권자의 녹취확인 하여야 합니다.\n\n우편접수시에는 (이하생략)	300197_제지급_우편.docx	불일치	0	일치	100	부분일치	20	부분일치 20%	Response가 질문에 대한 답변을 제공하지 못했으며, 필요한 서류에 대한 정보를 명확히 포함하지 않았습니다. 그러나 Context는 기대 문서명을 포함하고 있습니다.
60	해약방어 제외 대상 알려줘.	"제공된 문서들에서 ""해약방어 제외 대상""에 대한 구체적인 정보는 명시되어 있지 않습니다. 추가적인 정보를 확인해야 정확한 답변을 드릴 수 있습니다."	014-301125_해약방어상담매뉴얼.docx-1.md, 005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md, 036-약관_무배당연금보험프리스타일_20050401.pdf-1.md, 별첨2_분류표_20240401_v1.3.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	301125_해약방어상담매뉴얼.docx\n\n해약방어 제외대상은 \n다건고객(24회이하 & 25회이상 계약) 이면서 수금FC가 동일건은 전건 점포고객터치건,\n지점 콜백을 통한 해약요청건,\n해약 요청시 해약사유가 당사 재가입인 경우(신규청약이 있는 경우 청약철회일까지 대상제외),\n해약방어 접수관련 불만고객 또는 사전예방 접수고객, \n설계사 가족계약 건으로 수금방법이 설계사 급여이체인 경우, \n당사 임직원 및 설계사 계약, \n금융정보보호 대상 고객,\n분납부활 진행 건, \n압류, 파산, 개인회생, 신용회복 등의 사유로 인한 해약 시, \n외국인 본국 귀국 시,\n이혼관련 해약시,\n지급정지 Y인 계약,\n이민한 경우 입니다.	301125_해약방어상담매뉴얼.docx	불일치	0	부분일치	50	불일치	10	불일치	Response가 질문에 대한 구체적인 답변을 제공하지 못했으며, 기대 문서명과 일부 관련 문서만 포함되어 있습니다.
61	청약철회 가능기간 알려줘.	청약철회 가능 기간은 다음과 같습니다:  \n\n1. 일반적으로 **보험증권을 받은 날부터 15일 이내**에 청약을 철회할 수 있습니다.  \n2. 그러나, **보험증권을 받은 날부터 15일**이 **청약한 날부터 30일**을 초과하는 경우, 청약철회 가능 기간은 **청약한 날부터 30일**까지로 합니다.  \n3. 만 65세 이상인 계약자가 체결한 통신판매 계약의 경우, 청약철회 가능 기간은 **청약한 날부터 45일**까지로 적용됩니다.  \n\n출처:  \n- [004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md], [사례1], [사례2]  \n- [038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md], [사례2]  \n- [005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md], [사례2]	004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md, 006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md, 009-300197_제지급_우편.docx-1.md, 026-무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md	300060_고객센터 청약철회 업무처리기준.docx\n\n청약한 날 또는 1회보험료 납입일로부터 30일 이내입니다\n\n청약철회 종료일이 주말 및 공휴일인 경우 익영업일까지\n처리가 가능하며, \n\n통신판매 및 인터넷 직접 가입건에 한하여 계약자가 만 65세이상인 경우는 45일이내에 청약철회 가능합니다.\n\n단, 당일계약건은 고객센터에서 처리불가하며 지점에서 청약취소로 가능합니다.	301125_해약방어상담매뉴얼.docx	부분일치	75	부분일치	50	부분일치	70	부분일치 70%	응답은 청약철회 가능 기간에 대한 주요 정보를 포함하고 있으나, '1회보험료 납입일로부터 30일 이내'라는 조건이 누락되었고, 주말 및 공휴일 처리 예외사항도 포함되지 않았습니다. 또한, 기대 문서명과 실제 문서명이 일부 일치하지 않습니다.
62	신한금융플러스 영업지원파트장 이름 알려줘.	신한금융플러스 영업지원파트장의 이름에 대한 정보는 제공된 문서들에서 확인할 수 없습니다.	약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx	301221_DB사업그룹 제휴채널 조직 현황.docx\n\n영업지원파트장은 정주현 입니다	301125_해약방어상담매뉴얼.docx	불일치	0	불일치	0	불일치	0	불일치	답변이 정답과 완전히 다르며, 제공된 문서도 기대 문서와 일치하지 않습니다.
63	VOC 접수시 유의사항 알려줘.	VOC 접수 시 유의사항은 다음과 같습니다:  \n\n1. 고객센터는 고객 요청 사항을 접수만 가능하며, VOC 등록 후 업무는 VOC 처리 기관에서 진행됨을 안내해야 합니다.  \n2. FC 변경 접수 가능한 계약은 FC 변경을 먼저 입력하고, 접수 불가한 계약만 VOC로 등록해야 합니다.  \n3. VOC 접수 시, 요구 사항란에 요청 내용(예: 고객센터 지급 처리 불가 사유 등)을 명확히 기재해야 합니다.  \n\n출처:  \n- 문서명: 008-300155_고객센터 FC변경 접수방법.docx-1.md, 섹션: 고객센터 FC변경 접수방법  \n- 문서명: 006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 섹션: 계약자 미성년자인 경우 청약철회 기준	006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 008-300155_고객센터 FC변경 접수방법.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md	300155_고객센터 FC변경 접수방법.docx OR\n300060_고객센터 청약철회 업무처리기준.docx\n\n접수시: 유지> 수금관리> 수금사원(FC)변경관련 불편사항, 대표증번의 수금지점으로 자동반영되며,\n\n고객센터는 고객요청 사항을 접수만 가능, VOC등록 후 업무는 VOC처리기관에서 진행됨을 안내 바랍니다.\n\nVOC 접수시, FC변경 접수 가능한 계약은 FC변경 먼저 입력하고 접수 불가한 계약만 VOC 등록 바랍니다.	300155_고객센터 FC변경 접수방법.docx OR\n300060_고객센터 청약철회 업무처리기준.docx	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 내용을 모두 포함하고 있으며, 관련 문서도 정확히 일치합니다.
64	FS증액의 증액 가능 한도를 알려줘.	제공된 컨텍스트에는 FS증액의 증액 가능 한도에 대한 정보가 포함되어 있지 않습니다. 추가적인 정보를 제공해 주시면 더 정확한 답변을 드릴 수 있습니다.	300233_계약관계자변경.docx, 약관_(무)신한유니버설종신보험_080312.pdf	300227_계약사항 변경 업무기준 요약표.docx\n\n특약보험료를 제외한 직전 보험년도 평균납입보험료의 30% 이내에서 증액이 가능하며, \n월보험료 최대 100만원 한도이며,  2004.2.8일 이전계약은 별도 증액한도가 없으며, 2004.2.9~2011.3.31일까지 계약은 주계약보험료의 100% 까지 증액 가능합니다.	300227_계약사항 변경 업무기준 요약표.docx	불일치	0	불일치	0	불일치	0	불일치	응답이 질문에 대한 핵심 답변을 제공하지 못했으며, 제공된 컨텍스트도 기대 문서와 일치하지 않습니다.
