no	Question	Response	Context
53	2018년에서 2022년까지의 요양급여비용 증감추이를 알려줘. 그래프로 알려주면 더 좋겠어.	다음은 제공된 근거인 **`건강보험진료통계-입원외래별청구현황_2022 / 입원외래별청구현황_2022`** 기준의 **2018~2022년 요양급여비용 증감추이**입니다.\n\n## 1) 연도별 요양급여비용\n단위: **억원**\n\n| 연도 | 입원 | 외래 | 합계 |\n|---|---:|---:|---:|\n| 2018 | 291,041 | 488,100 | 779,141 |\n| 2019 | 320,081 | 537,857 | 857,938 |\n| 2020 | 328,548 | 539,790 | 868,338 |\n| 2021 | 346,873 | 588,111 | 934,984 |\n| 2022 | 349,059 | 680,711 | 1,029,770 |\n\n※ 합계는 입원+외래 기준으로 계산했습니다.\n\n## 2) 전년 대비 증감\n단위: **억원**\n\n| 연도 | 합계 | 전년 대비 증감 | 증감률 |\n|---|---:|---:|---:|\n| 2018 | 779,141 | - | - |\n| 2019 | 857,938 | +78,797 | +10.1% |\n| 2020 | 868,338 | +10,400 | +1.2% |\n| 2021 | 934,984 | +66,646 | +7.7% |\n| 2022 | 1,029,770 | +94,786 | +10.1% |\n\n## 3) 간단 그래프\n합계 기준, 상대적 크기 표현입니다.\n\n```text\n2018  779,141  ██████████████████████████████\n2019  857,938  █████████████████████████████████\n2020  868,338  ██████████████████████████████████\n2021  934,984  ████████████████████████████████████\n2022 1,029,770 ███████████████████████████████████████\n```\n\n## 4) 해석\n- **2018→2022** 동안 요양급여비용은 지속적으로 증가했습니다.\n- 특히 **2022년** 증가폭이 가장 컸습니다.\n- 증가의 대부분은 **외래 요양급여비용** 확대가 크게 기여한 것으로 보입니다.  \n  - 외래: 488,100 → 680,711억원\n  - 입원: 291,041 → 349,059억원\n\n원하시면 제가 이 데이터를 바탕으로 **꺾은선 그래프 형태로 다시 정리**해서 보여드릴게요.	건강보험진료통계-입원외래별청구현황_2022.xlsx.md, 건강보험진료통계-다빈도상병별현황_2022.xlsx.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 027-별첨1_약관 내용 중 법 관련 인용 조문_240610.pdf-1.md
54	신한 SOL라이프 앱에서 한도증액 하는 방법 알려줘.	신한 SOL라이프 앱에서 한도증액은 아래 경로로 신청할 수 있습니다.\n\n- 경로: **신한 SOL라이프 앱 > 전체메뉴(≡) > 고객정보관리 > 내 계약관리 > 출금한도변경신청**\n- 증액신청 시 필요: **보안매체(타기관OTP / 모바일OTP) 및 신분증**\n\n추가로 문서상 안내된 한도는 다음과 같습니다.\n\n- **보안매체 없음**: 1일 3천만원 / 월 3천만원\n- **보안매체 있음**: 1일 최대 5억원 / 월 최대 5억원  \n  - 고객 신청한도가 적용되며, 최대 5억원입니다.\n\n근거:\n- `007-300138_라이프앱가능업무.docx-1.md` > `1. 신한 SOL라이프 앱 이용방법`	007-300138_라이프앱가능업무.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 014-301125_해약방어상담매뉴얼.docx-1.md
55	신한 SOL라이프 앱에서 제지급시 금액별 인증 방법 알려줘.	STATUS: insufficient\n\n제공된 근거에는 **“제지급 시 금액별 인증방법”의 상세 구간별 기준**이 표 제목으로만 보이고, 실제 **금액 구간별 인증 방식 내용은 확인되지 않습니다.**\n\n다만, 확인되는 내용은 아래와 같습니다.\n\n- **근거 문서**: `007-300138_라이프앱가능업무.docx-1.md`  \n  **위치**: `1. 신한 SOL라이프 앱 이용방법`\n- **지급업무 출금한도**\n  - **보안매체 없음**: 1일 3,000만원 / 월 3,000만원\n  - **보안매체 있음**: 1일 최대 5억원 / 월 최대 5억원  \n    - 고객 신청한도 적용, 최대 5억원\n- **인증 관련 확인 가능 내용**\n  - **신분증 인증**: 운전면허증, 주민등록증, 외국인등록증 사진 촬영 및 인증\n  - **휴대폰 인증**: 고객정보에 등록된 휴대폰 관련 내용이 일부 보이나, 상세 기준은 문맥이 잘려 있어 확인 불가\n\n즉, **금액별로 어떤 인증수단을 쓰는지**는 현재 제공된 context만으로는 정확히 안내드릴 수 없습니다.	007-300138_라이프앱가능업무.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 009-300197_제지급_우편.docx-1.md, 006-300060_고객센터 청약철회 업무처리기준.docx-1.md
56	계약자 사망 시 계약자 변경 하는 방법 알려줘.	계약자 사망으로 인한 **계약자 변경(사망승계)**은 경우에 따라 서류가 달라질 수 있습니다.  \n제공된 문서 기준으로 안내드리면 다음과 같습니다.\n\n## 1) 먼저 확인할 유의사항\n문서: **012-300233_계약관계자변경.docx-1.md > 1) 계약자변경 유의사항 및 공통사항**\n\n- **교육보험, 연금보험 등 계약자 사망보장이 있는 경우 변경 불가**  \n  - 다만 문서에는 **현재 OL에는 해당 상품 없음**이라고 되어 있습니다.\n- **연금저축, 조세특례제한법 관련 계약은 변경 불가**\n- **지급보류 계약은 확인 필요**\n- **계약자 = 채무자**이면 계약자 변경 불가\n- **계약자 ≠ 채무자**이면 변경 가능  \n  - 단, 증번별 특이사항이 있을 수 있어 **압류담당자 확인 후 안내 필요**\n- 변경 후 **계약자 ≠ 피보험자**인 개인계약은  \n  **보험수익자 지정/변경 관련 추가 약정 동의 여부 확인이 필요**합니다.\n\n## 2) 사망승계 시 공통 서류\n문서: **012-300233_계약관계자변경.docx-1.md > 4. 계약자 변경 _ 사망승계**\n\n### 내방 기준\n1. **내방하는 대표계약자 신분증**\n2. **대표수익자 지정 및 계약변경 동의서**\n   - **대표계약자 포함 전 상속인 모두 각각 인감날인 또는 서명**\n3. **사망한 계약자 기준 기본증명서(상세)**  \n   - 사망사실 확인용\n4. **사망한 계약자의 가족관계증명서(상세)**  \n   - 계약자와 상속인 전원과의 관계 확인용\n5. **내방하지 않는 상속인 전원의 인감증명서 + 인감도장** 또는 **본인서명사실확인서 + 서명**\n\n추가로 문서상,\n- **상속인 전원 서류 검토 후 유선녹취 여부를 판단**\n- **미내방 상속인 전원 유선녹취 필수**라고 되어 있습니다.\n\n## 3) 조건부 추가 서류\n### 상속인 중 사망자가 있는 경우\n문서: **4. 계약자 변경 _ 사망승계**\n\n- 사망한 상속인의 **기본증명서(상세)**\n- 사망한 상속인의 **가족관계증명서(상세)**\n- **2007.12.31. 이전 사망자**가 있으면 **제적등본 추가**\n\n### 계약관계자(변경 전/후 계약자, 피보험자) 중 미성년자가 있는 경우\n문서: **4. 계약자 변경 _ 사망승계**\n\n- 미성년자 친권자 부/모의  \n  **인감증명서 + 인감도장** 또는 **본인서명사실확인서 + 서명**\n- 미성년자 기준 **기본증명서(상세) + 가족관계증명서(상세)**\n- 친권자 중 **2007.12.31. 이전 사망자**가 있으면 **제적등본 추가**\n\n## 4) 본인서명사실확인서 제출 시 유의사항\n문서: **4. 계약자 변경 _ 사망승계**\n\n- 신청서 서명과 **동일한 서명**이어야 함\n- **회사명, 용도**를 정확히 기재해야 함  \n  - 예: **신한라이프 계약자 변경용**\n- 미성년자/미내방 상속인 관련 안내에서는  \n  **회사명, 용도, 수임인**까지 정확히 기재해야 한다고 되어 있습니다.\n\n## 5) 참고\n문서상 **인별합산 실지급액(해약환급금) 500만원 이하의 경우 서류 생략 기준**이 언급되어 있으나,  \n제공된 내용에는 생략 가능한 구체 서류 범위가 모두 나오지 않아 여기서는 확정 안내가 어렵습니다.\n\n원하시면 제가 위 내용을 바탕으로 **“내방 시 준비서류 체크리스트” 형태로 간단히 정리**해드릴게요.	012-300233_계약관계자변경.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md
57	계약자 변경으로 내방할 경우 지참 해야 할 서류 알려줘.	계약자 변경으로 **내방**하실 때 지참서류는 경우에 따라 달라집니다.  \n제공된 문서 기준으로 보면 **모두 방문하는 경우 / 일부만 방문하는 경우 / 대리인 방문 / 미성년자 / 대출승계 여부**에 따라 추가서류가 있습니다.\n\n## 공통 서류\n`012-300233_계약관계자변경.docx-1.md > 3) 계약자 변경 구비서류` 기준\n\n### 1) 모두 방문하는 경우\n- **변경 전 계약자 신분증**\n- **변경 후 계약자 신분증**\n- **피보험자 신분증**\n- 단, **피보험자가 미성년자**인 경우:\n  - **기본증명서(상세)**\n  - **가족관계증명서(상세)**\n\n## 조건부 추가 서류\n\n### 2) 변경 전 계약자만 내방하는 경우\n- 내방하는 **변경 전 계약자 신분증**\n- 내방하지 않는 **변경 후 계약자의 인감증명서 + 인감도장**\n  - 또는 **본인서명사실확인서 + 서명**\n\n### 3) 대리인이 내방하는 경우\n`3) 계약자 변경 구비서류` 기준\n- **대리인 신분증**\n- 내방하지 않는 **변경 전 계약자 인감증명서 + 인감도장**\n  - 또는 **본인서명사실확인서 + 서명**\n- **변경 전 계약자와 대리인의 관계확인서류**\n- **변경 전 계약자의 위임장(당사양식)**\n\n추가로 아래 경우에는 더 필요합니다.\n- **대출승계** 또는 **변경 후 계약자가 미성년자**인 경우:\n  - 내방하지 않는 **변경 후 계약자 인감증명서 + 인감도장**\n    - 또는 **본인서명사실확인서 + 서명**\n- **변경 후 계약자가 미성년자**인 경우 필수:\n  - 미성년자 기준 **기본증명서(상세) + 가족관계증명서(상세)**\n  - **친권자 전원 인감증명서 + 인감도장**\n    - 또는 **본인서명사실확인서 + 서명**\n- **대출승계건**인 경우:\n  - 변경 후 계약자가 미리 작성한 **계약내용변경·정정신청서**\n\n### 4) 변경 전 계약자가 미성년자인 경우\n`1) 변경 전 계약자가 미성년자인 경우` 기준\n\n#### 친권자 전원 및 변경 후 계약자, 피보험자가 모두 방문\n- **변경 전 계약자의 친권자 전원 신분증**\n- **변경 후 계약자 신분증**\n- **피보험자 신분증**\n- **변경 전 계약자인 미성년자 기준 기본증명서(상세) + 가족관계증명서(상세)**\n\n#### 친권자 1인만 방문\n- 방문하는 **친권자 신분증**\n- 미내방 친권자의 **인감증명서 + 인감도장**\n  - 또는 **본인서명사실확인서 + 서명**\n- 미내방 친권자의 **위임장(당사양식)**\n- 미성년자 기준 **기본증명서(상세) + 가족관계증명서(상세)**\n- **계약자 ≠ 피보험자**인 경우:\n  - **피보험자 인감증명서 + 인감도장**\n  - 또는 **본인서명사실확인서 + 서명**\n\n정확한 안내를 위해서는 **누가 방문하는지(본인/대리인), 변경 전·후 계약자 중 누가 미성년자인지, 대출승계가 있는지**에 따라 서류가 달라집니다.  \n원하시면 그 조건 말씀해 주시면 경우에 맞게 다시 정리해드릴게요.	012-300233_계약관계자변경.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md
58	법인계약건일 경우 자동이체 변경(해지)가 가능해?	네, **법인계약도 자동이체 변경은 가능합니다.**\n\n근거:\n- **`010-300200_법인계약 고객센터 상담 기준.docx` > `4. 법인계약 상담유형 및 구비서류`**에 **“(4) 자동이체 계좌변경”** 항목이 있습니다.\n- **같은 문서의 `5. 고객센터 처리가능 항목`**에도 **“입금(6) > 납입방법변경, 자동이체 합산이체”**가 **조회/처리 가능(Y/Y)** 로 표시되어 있습니다.\n\n다만, 질문하신 **“해지”**에 대해서는 제공된 근거에서 **자동이체 해지 가능 여부가 명확히 확인되지 않습니다.**\n\n따라서 정리하면:\n- **자동이체 변경:** 가능\n- **자동이체 해지:** **STATUS: insufficient** (제공된 문서만으로는 명확히 확인 불가)	010-300200_법인계약 고객센터 상담 기준.docx-1.md, 007-300138_라이프앱가능업무.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md
59	미성년자인 계약자가 제지급 요청 시 필요 서류가 뭐야?	미성년자인 계약자의 **제지급 요청**에 대한 서류는, 제공된 근거에는 직접 확인되지 않습니다.  \n현재 context는 **계약자 변경** 관련 문서만 있습니다.\n\n다만, 문서 **`012-300233_계약관계자변경.docx-1.md` > `3. 계약자 변경 _ 미성년자`** 기준으로는 다음 내용만 확인됩니다.\n\n- **중요사항**\n  - 변경 전 계약자가 미성년자인 경우 **친권자 및 후견인 외 대리접수 불가**\n  - **친권자 1인 내방 시**: 미내방 친권자의 **자필 위임장** 추가 필요\n  - **후견인 처리 시**\n    1. 신청인(후견인) **신분증**\n    2. 미성년자 기준 **기본증명서(상세, 후견인 인적사항 확인 필)**\n\n정확한 **제지급 요청 서류**는 이 근거만으로는 안내가 어렵습니다.\n\n**STATUS: insufficient**	012-300233_계약관계자변경.docx-1.md, 009-300197_제지급_우편.docx-1.md
60	해약방어 제외 대상 알려줘.	해약방어 제외 대상으로 문맥상 확인되는 내용은 아래와 같습니다.\n\n- 월말마감일, 수금마감일의 경우 해약방어 제외  \n  - 근거: `014-301125_해약방어상담매뉴얼.docx-1.md` > `3. 해약방어(계약유지) 상담 업무기준`\n- 고객불만 등으로 해약방어접수를 거부하는 경우  \n  - 근거: `014-301125_해약방어상담매뉴얼.docx-1.md` > `3. 해약방어(계약유지) 상담 업무기준`\n\n다만, 제공된 문맥에는 해약방어 제외 대상을 전체 목록 형태로 정리한 내용은 보이지 않아, 위 2가지 외의 제외 대상은 확인되지 않습니다.	014-301125_해약방어상담매뉴얼.docx-1.md, 036-약관_무배당연금보험프리스타일_20050401.pdf-1.md, 별첨2_분류표_20240401_v1.3.pdf.md
61	청약철회 가능기간 알려줘.	청약철회 가능기간은 **계약자가 청약한 날 또는 1회보험료 납입일로부터 30일 이내**입니다.  \n또한 **종료일이 주말·공휴일이면 다음 영업일까지 처리 가능**합니다.  \n다만 **통신판매 및 인터넷 직접 가입건에서 계약자가 만 65세 이상인 경우는 45일 이내**입니다.\n\n근거:\n- `006-300060_고객센터 청약철회 업무처리기준.docx-1.md` → `1. 고객센터 청약철회 접수 및 지급기준`\n- `038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md` → `[ 사례2 ]`\n\n추가로 약관 예시에는 **보험증권을 받은 날부터 15일 이내**라는 기준도 있으나, **그 기간이 청약한 날부터 30일을 초과하면 30일까지**로 본다고 되어 있습니다.	006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 002-_무_종신보험표준형_20210101_약관.md, 009-300197_제지급_우편.docx-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md
62	신한금융플러스 영업지원파트장 이름 알려줘.	STATUS: insufficient\n\n제공된 context에는 **신한금융플러스의 ‘영업지원파트장’** 직책과 해당 **이름이 직접적으로 나오지 않습니다**.\n\n근거:\n- `013-300900_FC채널영업지원센터 현황.docx-1.md` / `FC채널 영업지원센터 현황`에는 영업지원센터별 **성명, 담당업무, 센터운영** 등이 일부 보이지만, 질문하신 **“신한금융플러스 영업지원파트장”**이라는 직책명과 일치하는 정보는 확인되지 않습니다.	판매약관_신한큐브종합건강상해보험_230404.pdf.md, 013-300900_FC채널영업지원센터 현황.docx-1.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md
63	VOC 접수시 유의사항 알려줘.	VOC 접수 시 유의사항은 문서별로 다음과 같습니다.\n\n1. **FC변경 관련 VOC 접수 시 유의사항**  \n   근거: `008-300155_고객센터 FC변경 접수방법.docx-1.md` > `고객센터 FC변경 접수방법`\n   - 접수 경로: **유지 > 수금관리 > 수금사원(FC)변경관련 불편사항**\n   - **대표증번의 수금지점으로 자동반영**\n   - 고객센터는 **고객 요청사항을 접수만 가능**하며, VOC 등록 후 업무는 **VOC 처리기관에서 진행됨을 안내**\n   - **FC변경 접수 가능한 계약은 먼저 FC변경 입력**하고, **접수 불가한 계약만 VOC 등록**\n\n2. **청약철회 관련 VOC 접수 시 유의사항**  \n   근거: `006-300060_고객센터 청약철회 업무처리기준.docx-1.md` > `3. 계약자 미성년자인 경우 청약철회 기준`\n   - 고객센터 지급조건에 해당하지 않으면 **청약철회 접수만 가능**하며, 이 경우 **청약철회 접수 + VOC 접수** 진행\n   - **친권자 전산확인 기준에 따라 친권자 1인 동의 후 접수 진행**\n   - 접수만 하는 경우에도 **전산상 관계확인 불가 시 관계서류 수신 후 접수 가능**\n   - VOC 접수 경로: **모집 > 청약철회 > 청약철회요구**\n   - **요구사항란에 고객센터 지급처리 불가 사유 등 요청내용을 명확히 기재**\n\n3. **예외증번 처리 시**  \n   근거: `011-300227_계약사항 변경 업무기준 요약표.docx-1.md` > `8) 변경정정 예외증번 처리시`\n   - **보전VOC접수 후 고객서비스팀에서 예외증번 확정처리**, 이후 고객센터 처리\n   - 분류: **대분류-계약사항변경 > 소분류-요청건에 따라 선택 후 입력**\n\n질문이 포괄적이라 **VOC 접수 유의사항은 업무 유형(FC변경, 청약철회, 예외증번 등)에 따라 다릅니다.**  \n원하시면 어떤 업무의 VOC인지 말씀해 주시면 해당 기준만 정리해 드리겠습니다.	006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 008-300155_고객센터 FC변경 접수방법.docx-1.md
64	FS증액의 증액 가능 한도를 알려줘.	STATUS: insufficient\n\n제공된 근거만으로는 **FS증액의 “증액 가능 한도”**를 확인할 수 없습니다.\n\n근거:\n- **`011-300227_계약사항 변경 업무기준 요약표.docx-1.md` > `1. 계약사항 변경 업무 종류`**\n  - “**FS증액보험료제도 적용 가능 상품**”이라는 내용은 있으나,\n  - 구체적인 **증액 한도 금액/비율**은 나오지 않습니다.\n  - 오히려 “**보험가입금액 증액 불가**”라는 문구만 확인됩니다.\n- **같은 문서 > `2. 보험계약변경 업무별 접수방법`**\n  - FS증액보험료의 **접수 가능 채널**(고객센터, 고객 플라자, 우편, FC접수)만 확인됩니다.\n  - **한도 정보는 없음**.\n- **`010-300200_법인계약 고객센터 상담 기준.docx-1.md` > `5. 고객센터 처리가능 항목`**\n  - 보험료 증료/감료 등 처리 가능 여부만 있고,\n  - **FS증액 한도는 없음**.\n\n즉, 현재 근거로 답할 수 있는 것은 **FS증액 관련 업무 접수 가능 여부** 정도이며, **증액 가능 한도 자체는 문서에 없습니다.**	011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 010-300200_법인계약 고객센터 상담 기준.docx-1.md, 002-_무_종신보험표준형_20210101_약관.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
